Recipe_ID,Dish_Name,Cuisine,Meal_Type,Diet_Type,Ingredients,Step_1,Step_2,Step_3,Step_4
456,Spring Rolls,Chinese,Breakfast,Gluten-Free,"cabbage, carrot, wrap","Step 1: Prepare ingredients by cleaning and chopping: cabbage, carrot.",Step 2: Heat oil in a saucepan and boil cabbage for 5 minutes.,"Step 3: Add carrot and wrap to the pan, then sauté for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
457,French Onion Soup,French,Lunch,Gluten-Free,"onion, beef broth, cheese","Step 1: Prepare ingredients by cleaning and chopping: onion, beef broth.",Step 2: Heat oil in a steamer and simmer onion for 5 minutes.,"Step 3: Add beef broth and cheese to the pan, then boil for 7 minutes.","Step 4: Add remaining items, season as desired, and fry until fully cooked. Serve hot."
458,Chili Con Carne,Mexican,Snack,Non-Vegetarian,"beef, beans, tomato","Step 1: Prepare ingredients by cleaning and chopping: beef, beans.",Step 2: Heat oil in a pot and simmer beef for 5 minutes.,"Step 3: Add beans and tomato to the pan, then roast for 7 minutes.","Step 4: Add remaining items, season as desired, and steam until fully cooked. Serve hot."
459,Chole Bhature,Indian,Snack,Gluten-Free,"chickpeas, onion, flour, ginger, green chili, garam masala","Step 1: Prepare ingredients by cleaning and chopping: chickpeas, onion.",Step 2: Heat oil in a grill and roast chickpeas for 5 minutes.,"Step 3: Add onion and flour to the wok, then boil for 7 minutes.","Step 4: Add remaining items, season as desired, and blanch until fully cooked. Serve hot."
460,Guacamole Nachos,Mexican,Dinner,Non-Vegetarian,"avocado, nachos, onion","Step 1: Prepare ingredients by cleaning and chopping: avocado, nachos.",Step 2: Heat oil in a steamer and steam avocado for 5 minutes.,"Step 3: Add nachos and onion to the oven, then bake for 7 minutes.","Step 4: Add remaining items, season as desired, and roast until fully cooked. Serve hot."
461,Chole Bhature,Indian,Breakfast,Vegetarian,"chickpeas, onion, flour, ginger, green chili, garam masala","Step 1: Prepare ingredients by cleaning and chopping: chickpeas, onion.",Step 2: Heat oil in a pan and steam chickpeas for 5 minutes.,"Step 3: Add onion and flour to the oven, then roast for 7 minutes.","Step 4: Add remaining items, season as desired, and simmer until fully cooked. Serve hot."
462,Massaman Curry,Thai,Breakfast,Gluten-Free,"beef, potato, coconut milk","Step 1: Prepare ingredients by cleaning and chopping: beef, potato.",Step 2: Heat oil in a wok and sauté beef for 5 minutes.,"Step 3: Add potato and coconut milk to the pot, then blanch for 7 minutes.","Step 4: Add remaining items, season as desired, and fry until fully cooked. Serve hot."
463,Ratatouille,French,Snack,Gluten-Free,"zucchini, tomato, eggplant, thyme, olive oil, bell pepper","Step 1: Prepare ingredients by cleaning and chopping: zucchini, tomato.",Step 2: Heat oil in a pan and simmer zucchini for 5 minutes.,"Step 3: Add tomato and eggplant to the steamer, then roast for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
464,Fried Rice,Chinese,Snack,Non-Vegetarian,"rice, egg, vegetables, soy sauce, spring onion, egg","Step 1: Prepare ingredients by cleaning and chopping: rice, egg.",Step 2: Heat oil in a pot and fry rice for 5 minutes.,"Step 3: Add egg and vegetables to the oven, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
465,Fried Rice,Chinese,Snack,Non-Vegetarian,"rice, egg, vegetables, soy sauce, spring onion, egg","Step 1: Prepare ingredients by cleaning and chopping: rice, egg.",Step 2: Heat oil in a steamer and sauté rice for 5 minutes.,"Step 3: Add egg and vegetables to the oven, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and blanch until fully cooked. Serve hot."
466,Tempura,Japanese,Lunch,Gluten-Free,"shrimp, flour, egg","Step 1: Prepare ingredients by cleaning and chopping: shrimp, flour.",Step 2: Heat oil in a pot and bake shrimp for 5 minutes.,"Step 3: Add flour and egg to the wok, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and blanch until fully cooked. Serve hot."
467,Margherita Pizza,Italian,Lunch,Vegetarian,"cheese, tomato, basil","Step 1: Prepare ingredients by cleaning and chopping: cheese, tomato.",Step 2: Heat oil in a grill and blanch cheese for 5 minutes.,"Step 3: Add tomato and basil to the pan, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and bake until fully cooked. Serve hot."
468,Kung Pao Chicken,Chinese,Dinner,Vegetarian,"chicken, peanuts, chili","Step 1: Prepare ingredients by cleaning and chopping: chicken, peanuts.",Step 2: Heat oil in a wok and boil chicken for 5 minutes.,"Step 3: Add peanuts and chili to the saucepan, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and fry until fully cooked. Serve hot."
469,Quiche Lorraine,French,Dinner,Non-Vegetarian,"egg, cheese, bacon","Step 1: Prepare ingredients by cleaning and chopping: egg, cheese.",Step 2: Heat oil in a pot and roast egg for 5 minutes.,"Step 3: Add cheese and bacon to the oven, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and steam until fully cooked. Serve hot."
470,Margherita Pizza,Italian,Dinner,Vegetarian,"cheese, tomato, basil","Step 1: Prepare ingredients by cleaning and chopping: cheese, tomato.",Step 2: Heat oil in a oven and roast cheese for 5 minutes.,"Step 3: Add tomato and basil to the skillet, then blanch for 7 minutes.","Step 4: Add remaining items, season as desired, and steam until fully cooked. Serve hot."
471,Margherita Pizza,Italian,Breakfast,Gluten-Free,"cheese, tomato, basil","Step 1: Prepare ingredients by cleaning and chopping: cheese, tomato.",Step 2: Heat oil in a steamer and boil cheese for 5 minutes.,"Step 3: Add tomato and basil to the pan, then fry for 7 minutes.","Step 4: Add remaining items, season as desired, and blanch until fully cooked. Serve hot."
472,Rajma Chawal,Indian,Breakfast,Vegetarian,"kidney beans, rice, tomato, garam masala, bay leaf, coriander","Step 1: Prepare ingredients by cleaning and chopping: kidney beans, rice.",Step 2: Heat oil in a pot and roast kidney beans for 5 minutes.,"Step 3: Add rice and tomato to the pan, then blanch for 7 minutes.","Step 4: Add remaining items, season as desired, and sauté until fully cooked. Serve hot."
473,Beef Bourguignon,French,Lunch,Gluten-Free,"beef, red wine, carrot","Step 1: Prepare ingredients by cleaning and chopping: beef, red wine.",Step 2: Heat oil in a steamer and roast beef for 5 minutes.,"Step 3: Add red wine and carrot to the pot, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and simmer until fully cooked. Serve hot."
474,Chili Con Carne,Mexican,Lunch,Vegetarian,"beef, beans, tomato","Step 1: Prepare ingredients by cleaning and chopping: beef, beans.",Step 2: Heat oil in a skillet and fry beef for 5 minutes.,"Step 3: Add beans and tomato to the pot, then roast for 7 minutes.","Step 4: Add remaining items, season as desired, and bake until fully cooked. Serve hot."
475,Spaghetti Carbonara,Italian,Lunch,Vegan,"spaghetti, egg, cheese, garlic, black pepper, olive oil","Step 1: Prepare ingredients by cleaning and chopping: spaghetti, egg.",Step 2: Heat oil in a pan and grill spaghetti for 5 minutes.,"Step 3: Add egg and cheese to the wok, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
476,Massaman Curry,Thai,Breakfast,Gluten-Free,"beef, potato, coconut milk","Step 1: Prepare ingredients by cleaning and chopping: beef, potato.",Step 2: Heat oil in a wok and fry beef for 5 minutes.,"Step 3: Add potato and coconut milk to the pot, then sauté for 7 minutes.","Step 4: Add remaining items, season as desired, and simmer until fully cooked. Serve hot."
477,Paneer Butter Masala,Indian,Breakfast,Vegetarian,"paneer, tomato, butter, cumin, cream, ginger, garlic",Step 1: Sauté paneer cubes lightly and set aside.,"Step 2: In a pan, cook onion, tomato puree, and spices in butter.",Step 3: Add cream and simmer the gravy. Add paneer cubes.,Step 4: Cook for 5 minutes. Garnish with coriander leaves and serve with naan.
478,Sweet and Sour Pork,Chinese,Dinner,Vegan,"pork, pineapple, pepper","Step 1: Prepare ingredients by cleaning and chopping: pork, pineapple.",Step 2: Heat oil in a oven and steam pork for 5 minutes.,"Step 3: Add pineapple and pepper to the saucepan, then roast for 7 minutes.","Step 4: Add remaining items, season as desired, and simmer until fully cooked. Serve hot."
479,Teriyaki Chicken,Japanese,Breakfast,Non-Vegetarian,"chicken, soy sauce, sugar","Step 1: Prepare ingredients by cleaning and chopping: chicken, soy sauce.",Step 2: Heat oil in a steamer and sauté chicken for 5 minutes.,"Step 3: Add soy sauce and sugar to the wok, then boil for 7 minutes.","Step 4: Add remaining items, season as desired, and steam until fully cooked. Serve hot."
480,Crepes,French,Breakfast,Non-Vegetarian,"flour, milk, egg","Step 1: Prepare ingredients by cleaning and chopping: flour, milk.",Step 2: Heat oil in a steamer and blanch flour for 5 minutes.,"Step 3: Add milk and egg to the pan, then roast for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
481,Miso Soup,Japanese,Dinner,Vegan,"miso, tofu, seaweed","Step 1: Prepare ingredients by cleaning and chopping: miso, tofu.",Step 2: Heat oil in a pan and simmer miso for 5 minutes.,"Step 3: Add tofu and seaweed to the oven, then steam for 7 minutes.","Step 4: Add remaining items, season as desired, and blanch until fully cooked. Serve hot."
482,Ratatouille,French,Snack,Vegan,"zucchini, tomato, eggplant, thyme, olive oil, bell pepper","Step 1: Prepare ingredients by cleaning and chopping: zucchini, tomato.",Step 2: Heat oil in a saucepan and bake zucchini for 5 minutes.,"Step 3: Add tomato and eggplant to the skillet, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and simmer until fully cooked. Serve hot."
483,Beef Bourguignon,French,Dinner,Gluten-Free,"beef, red wine, carrot","Step 1: Prepare ingredients by cleaning and chopping: beef, red wine.",Step 2: Heat oil in a steamer and blanch beef for 5 minutes.,"Step 3: Add red wine and carrot to the pan, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and bake until fully cooked. Serve hot."
484,BBQ Ribs,American,Dinner,Vegetarian,"pork, bbq sauce, spices","Step 1: Prepare ingredients by cleaning and chopping: pork, bbq sauce.",Step 2: Heat oil in a saucepan and roast pork for 5 minutes.,"Step 3: Add bbq sauce and spices to the steamer, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and bake until fully cooked. Serve hot."
485,Paneer Butter Masala,Indian,Snack,Vegetarian,"paneer, tomato, butter, cumin, cream, ginger, garlic",Step 1: Sauté paneer cubes lightly and set aside.,"Step 2: In a pan, cook onion, tomato puree, and spices in butter.",Step 3: Add cream and simmer the gravy. Add paneer cubes.,Step 4: Cook for 5 minutes. Garnish with coriander leaves and serve with naan.
486,Spaghetti Carbonara,Italian,Breakfast,Gluten-Free,"spaghetti, egg, cheese, garlic, black pepper, olive oil","Step 1: Prepare ingredients by cleaning and chopping: spaghetti, egg.",Step 2: Heat oil in a pot and boil spaghetti for 5 minutes.,"Step 3: Add egg and cheese to the saucepan, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and blanch until fully cooked. Serve hot."
487,Pad Thai,Thai,Snack,Vegetarian,"noodles, tofu, peanuts","Step 1: Prepare ingredients by cleaning and chopping: noodles, tofu.",Step 2: Heat oil in a wok and bake noodles for 5 minutes.,"Step 3: Add tofu and peanuts to the pot, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and sauté until fully cooked. Serve hot."
488,Tempura,Japanese,Snack,Vegan,"shrimp, flour, egg","Step 1: Prepare ingredients by cleaning and chopping: shrimp, flour.",Step 2: Heat oil in a pan and blanch shrimp for 5 minutes.,"Step 3: Add flour and egg to the wok, then fry for 7 minutes.","Step 4: Add remaining items, season as desired, and boil until fully cooked. Serve hot."
489,Fried Rice,Chinese,Lunch,Non-Vegetarian,"rice, egg, vegetables, soy sauce, spring onion, egg","Step 1: Prepare ingredients by cleaning and chopping: rice, egg.",Step 2: Heat oil in a wok and blanch rice for 5 minutes.,"Step 3: Add egg and vegetables to the saucepan, then fry for 7 minutes.","Step 4: Add remaining items, season as desired, and simmer until fully cooked. Serve hot."
490,French Onion Soup,French,Breakfast,Non-Vegetarian,"onion, beef broth, cheese","Step 1: Prepare ingredients by cleaning and chopping: onion, beef broth.",Step 2: Heat oil in a grill and blanch onion for 5 minutes.,"Step 3: Add beef broth and cheese to the saucepan, then boil for 7 minutes.","Step 4: Add remaining items, season as desired, and sauté until fully cooked. Serve hot."
491,Guacamole Nachos,Mexican,Lunch,Non-Vegetarian,"avocado, nachos, onion","Step 1: Prepare ingredients by cleaning and chopping: avocado, nachos.",Step 2: Heat oil in a steamer and sauté avocado for 5 minutes.,"Step 3: Add nachos and onion to the grill, then simmer for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
492,Pancakes,American,Breakfast,Vegan,"flour, egg, milk","Step 1: Prepare ingredients by cleaning and chopping: flour, egg.",Step 2: Heat oil in a pot and simmer flour for 5 minutes.,"Step 3: Add egg and milk to the skillet, then boil for 7 minutes.","Step 4: Add remaining items, season as desired, and grill until fully cooked. Serve hot."
493,Kung Pao Chicken,Chinese,Lunch,Vegan,"chicken, peanuts, chili","Step 1: Prepare ingredients by cleaning and chopping: chicken, peanuts.",Step 2: Heat oil in a wok and boil chicken for 5 minutes.,"Step 3: Add peanuts and chili to the saucepan, then roast for 7 minutes.","Step 4: Add remaining items, season as desired, and fry until fully cooked. Serve hot."
494,Masala Dosa,Indian,Lunch,Vegan,"potato, rice, onion, mustard seeds, green chili, ginger","Step 1: Prepare ingredients by cleaning and chopping: potato, rice.",Step 2: Heat oil in a steamer and bake potato for 5 minutes.,"Step 3: Add rice and onion to the grill, then grill for 7 minutes.","Step 4: Add remaining items, season as desired, and blanch until fully cooked. Serve hot."
495,Quesadilla,Mexican,Lunch,Gluten-Free,"cheese, tortilla, chicken","Step 1: Prepare ingredients by cleaning and chopping: cheese, tortilla.",Step 2: Heat oil in a steamer and bake cheese for 5 minutes.,"Step 3: Add tortilla and chicken to the grill, then boil for 7 minutes.","Step 4: Add remaining items, season as desired, and fry until fully cooked. Serve hot."
496,Mac and Cheese,American,Breakfast,Non-Vegetarian,"macaroni, cheese, milk, butter, flour, milk, salt, pepper",Step 1: Boil macaroni in salted water until al dente. Drain and set aside.,"Step 2: In a saucepan, melt butter and stir in flour to form a roux. Gradually whisk in milk.","Step 3: Add cheese, stir until melted and creamy. Mix in the cooked macaroni.","Step 4: Simmer for 2-3 minutes, season with salt and pepper, and serve hot."
